Customer_ID,first_purchase,last_purchase,transaction_lines,total_orders,total_sales,total_quantity,total_profit,recency_days,customer_lifetime_days,avg_order_value,avg_items_per_order,profit_margin,Segment,Region,value_tier,frequency_tier,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Customer_Segment
RS-19420,2014-08-05,2017-01-08,5,3,2142.4,16,413.72,337,887,714.1333333333333,5.333333333333333,19.31,Corporate,West,Platinum,Regular,2.0,4,5,2.045,11.0,At Risk Champions
RS-19765,2014-04-07,2017-09-08,7,5,2148.35,25,589.64,94,1250,429.66999999999996,5.0,27.45,Corporate,South,Platinum,Frequent,4.0,5,5,4.055,14.0,Champions
RS-19870,2016-06-07,2017-12-11,3,2,22.33,10,9.58,0,552,11.165,5.0,42.9,Home Office,Central,Bronze,Occasional,5.0,3,1,5.031,9.0,Other
RW-19540,2015-02-03,2017-09-01,7,3,2784.61,22,758.39,101,941,928.2033333333334,7.333333333333333,27.24,Corporate,West,Platinum,Regular,3.0,4,5,3.045,12.0,Potential Loyalists
RW-19630,2016-03-05,2017-10-02,6,3,272.3,14,55.11,70,576,90.76666666666667,4.666666666666667,20.24,Corporate,Central,Silver,Regular,4.0,4,2,4.042,10.0,Other
RW-19690,2017-09-10,2017-10-12,10,2,1250.64,44,257.65,60,32,625.32,22.0,20.6,Consumer,Central,Gold,Occasional,4.0,3,4,4.034,11.0,Loyal Customers
SA-20830,2017-04-03,2017-04-09,4,2,291.25,10,81.83,246,6,145.625,5.0,28.1,Consumer,South,Silver,Occasional,3.0,3,2,3.032,8.0,Other
SB-20170,2014-06-06,2017-06-12,7,3,1348.02,24,157.67,182,1102,449.34,8.0,11.7,Consumer,East,Gold,Regular,3.0,4,4,3.044,11.0,Potential Loyalists
SB-20185,2017-06-12,2017-06-12,2,1,91.42,6,18.33,182,0,91.42,6.0,20.05,Consumer,West,Bronze,Occasional,3.0,1,1,3.011,5.0,Promising
SB-20290,2014-05-09,2017-09-09,11,4,1648.9,47,-403.34,93,1219,412.225,11.75,-24.46,Corporate,East,Platinum,Frequent,4.0,5,4,4.054,13.0,Champions
SC-20020,2014-03-03,2015-11-10,10,4,2009.43,38,-96.67,762,617,502.3575,9.5,-4.81,Consumer,Central,Platinum,Frequent,1.0,5,5,1.055,11.0,At Risk Champions
SC-20050,2017-04-11,2017-09-03,3,2,378.89,11,97.34,99,145,189.445,5.5,25.69,Home Office,Central,Silver,Occasional,4.0,3,2,4.032,9.0,Other
SC-20095,2014-02-12,2015-11-08,7,4,2195.45,21,913.89,764,634,548.8625,5.25,41.63,Consumer,West,Platinum,Frequent,1.0,5,5,1.055,11.0,At Risk Champions
SC-20230,2016-06-06,2017-08-03,4,3,1032.84,17,164.24,130,423,344.28,5.666666666666667,15.9,Corporate,Central,Gold,Regular,3.0,4,4,3.044,11.0,Potential Loyalists
SC-20260,2014-04-06,2014-04-06,2,1,687.45,5,113.14,1345,0,687.45,5.0,16.46,Corporate,West,Gold,Occasional,1.0,1,3,1.013,5.0,Lost
SC-20305,2017-06-10,2017-12-01,4,2,555.43,17,25.41,10,174,277.715,8.5,4.57,Consumer,Central,Silver,Occasional,5.0,3,3,5.033,11.0,Loyal Customers
SC-20380,2014-03-01,2017-02-03,8,3,821.69,31,24.52,311,1070,273.8966666666667,10.333333333333334,2.98,Consumer,West,Gold,Regular,2.0,4,3,2.043,9.0,At Risk
SC-20440,2015-09-04,2015-10-01,2,2,147.08,8,11.3,802,27,73.54,4.0,7.68,Corporate,West,Bronze,Occasional,1.0,3,1,1.031,5.0,At Risk
SC-20575,2015-10-09,2015-10-09,3,1,50.46,12,-2.43,794,0,50.46,12.0,-4.82,Consumer,South,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
SC-20695,2015-11-10,2017-10-02,8,7,1636.03,39,299.85,70,692,233.71857142857144,5.571428571428571,18.33,Corporate,South,Platinum,Frequent,4.0,5,4,4.054,13.0,Champions
SC-20725,2014-06-03,2017-01-01,12,5,2393.13,72,534.45,344,943,478.62600000000003,14.4,22.33,Consumer,East,Platinum,Frequent,2.0,5,5,2.055,12.0,At Risk Champions
SC-20770,2016-06-12,2017-03-02,4,2,244.1,15,42.68,284,263,122.05,7.5,17.48,Corporate,South,Silver,Occasional,3.0,3,2,3.032,8.0,Other
SC-20800,2015-12-11,2015-12-11,2,1,206.33,5,40.63,731,0,206.33,5.0,19.69,Consumer,Central,Bronze,Occasional,1.0,1,2,1.012,4.0,Hibernating
SC-20845,2016-11-11,2016-11-11,1,1,14.11,6,1.23,395,0,14.11,6.0,8.72,Consumer,Central,Bronze,Occasional,2.0,1,1,2.011,4.0,Hibernating
SD-20485,2014-04-06,2014-10-10,5,3,398.71,14,17.21,1158,187,132.90333333333334,4.666666666666667,4.32,Home Office,East,Silver,Regular,1.0,4,2,1.042,7.0,At Risk
SE-20110,2014-04-11,2016-09-08,12,5,10402.53,54,2836.45,459,881,2080.5060000000003,10.8,27.27,Consumer,East,Platinum,Frequent,2.0,5,5,2.055,12.0,At Risk Champions
SF-20065,2014-09-10,2017-11-01,5,3,612.55,22,214.23,40,1148,204.1833333333333,7.333333333333333,34.97,Consumer,East,Silver,Regular,4.0,4,3,4.043,11.0,Loyal Customers
SF-20200,2015-03-05,2017-11-01,9,5,2830.05,38,291.99,40,972,566.01,7.6,10.32,Consumer,West,Platinum,Frequent,4.0,5,5,4.055,14.0,Champions
SF-20965,2015-01-03,2017-11-12,8,4,322.61,32,35.69,29,1044,80.6525,8.0,11.06,Corporate,East,Silver,Frequent,5.0,5,2,5.052,12.0,Other
SG-20470,2015-10-02,2015-10-02,2,1,26.82,4,12.95,801,0,26.82,4.0,48.28,Consumer,East,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
SG-20605,2014-11-03,2015-12-06,7,2,2622.88,29,403.66,736,398,1311.44,14.5,15.39,Consumer,East,Platinum,Occasional,1.0,3,5,1.035,9.0,At Risk
SG-20890,2016-08-01,2016-08-01,1,1,19.65,2,6.63,497,0,19.65,2.0,33.74,Corporate,Central,Bronze,Occasional,2.0,1,1,2.011,4.0,Hibernating
SH-19975,2014-12-10,2017-12-01,9,4,1221.47,38,141.73,10,1087,305.3675,9.5,11.6,Corporate,East,Gold,Frequent,5.0,5,4,5.054,14.0,Champions
SH-20395,2014-11-02,2017-12-07,13,8,2173.61,41,-145.05,4,1131,271.70125,5.125,-6.67,Consumer,East,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
SJ-20125,2016-03-08,2017-08-11,8,5,353.04,41,118.23,122,521,70.608,8.2,33.49,Home Office,East,Silver,Frequent,3.0,5,2,3.052,10.0,Other
SJ-20215,2015-02-09,2017-12-01,4,3,911.13,16,12.52,10,1026,303.71,5.333333333333333,1.37,Consumer,Central,Gold,Regular,5.0,4,3,5.043,12.0,Loyal Customers
SJ-20500,2014-10-09,2016-12-01,4,2,1000.59,14,229.84,375,784,500.295,7.0,22.97,Consumer,East,Gold,Occasional,2.0,3,4,2.034,9.0,At Risk
SL-20155,2014-10-03,2016-12-10,3,2,74.24,6,8.19,366,799,37.12,3.0,11.03,Home Office,South,Bronze,Occasional,2.0,3,1,2.031,6.0,At Risk
SM-20005,2014-12-10,2016-11-04,4,2,195.19,16,-47.53,402,695,97.595,8.0,-24.35,Consumer,East,Bronze,Occasional,2.0,3,2,2.032,7.0,At Risk
SM-20320,2017-07-09,2017-10-12,2,2,534.42,7,34.28,60,95,267.21,3.5,6.41,Home Office,South,Silver,Occasional,4.0,3,3,4.033,10.0,Loyal Customers
SM-20905,2016-05-03,2016-05-03,6,1,1043.04,20,-237.29,587,0,1043.04,20.0,-22.75,Consumer,East,Gold,Occasional,2.0,1,4,2.014,7.0,Lost
SM-20950,2014-11-01,2017-12-05,5,3,455.74,17,146.73,6,1130,151.91333333333333,5.666666666666667,32.2,Corporate,East,Silver,Regular,5.0,4,2,5.042,11.0,Other
SN-20560,2015-09-11,2017-09-10,7,3,1191.98,29,-966.55,92,730,397.32666666666665,9.666666666666666,-81.09,Home Office,Central,Gold,Regular,4.0,4,4,4.044,12.0,Champions
SN-20710,2014-05-06,2017-10-12,3,2,368.32,22,14.75,60,1255,184.16,11.0,4.0,Home Office,Central,Silver,Occasional,4.0,3,2,4.032,9.0,Other
SO-20335,2015-10-11,2017-12-01,12,4,2417.32,42,-161.15,10,782,604.33,10.5,-6.67,Consumer,South,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
SP-20545,2016-10-09,2017-02-06,4,2,625.67,18,62.59,308,120,312.835,9.0,10.0,Corporate,East,Silver,Occasional,2.0,3,3,2.033,8.0,At Risk
SP-20620,2014-09-08,2017-09-09,15,5,4459.12,53,-369.35,93,1097,891.824,10.6,-8.28,Corporate,East,Platinum,Frequent,4.0,5,5,4.055,14.0,Champions
SP-20650,2014-08-05,2016-12-09,7,5,759.64,33,205.48,367,857,151.928,6.6,27.05,Corporate,East,Gold,Frequent,2.0,5,3,2.053,10.0,At Risk
SP-20860,2015-09-05,2017-10-12,5,3,107.55,12,28.49,60,768,35.85,4.0,26.49,Corporate,West,Bronze,Regular,4.0,4,1,4.041,9.0,Other
SP-20920,2016-11-12,2016-11-12,5,1,3588.1,26,4.57,394,0,3588.1,26.0,0.13,Consumer,East,Platinum,Occasional,2.0,1,5,2.015,8.0,Lost
SR-20425,2017-11-02,2017-11-08,2,2,265.27,7,-2.54,33,6,132.635,3.5,-0.96,Home Office,East,Silver,Occasional,5.0,3,2,5.032,10.0,Other
SR-20740,2014-11-05,2016-04-03,4,4,139.09,10,21.86,617,515,34.7725,2.5,15.72,Home Office,West,Bronze,Frequent,1.0,5,1,1.051,7.0,At Risk
SS-20140,2017-06-03,2017-06-03,3,1,60.62,8,15.16,191,0,60.62,8.0,25.01,Corporate,West,Bronze,Occasional,3.0,1,1,3.011,5.0,Promising
SS-20410,2014-09-07,2017-09-11,6,3,534.64,22,-477.21,91,1100,178.21333333333334,7.333333333333333,-89.26,Consumer,South,Silver,Regular,4.0,4,3,4.043,11.0,Loyal Customers
SS-20590,2014-08-05,2016-09-02,6,3,182.17,10,32.83,465,759,60.72333333333333,3.3333333333333335,18.02,Consumer,West,Bronze,Regular,2.0,4,2,2.042,8.0,At Risk
SS-20875,2017-09-01,2017-09-01,2,1,42.91,6,14.82,101,0,42.91,6.0,34.54,Consumer,West,Bronze,Occasional,3.0,1,1,3.011,5.0,Promising
ST-20530,2015-03-01,2015-03-01,1,1,58.72,4,27.01,1016,0,58.72,4.0,46.0,Consumer,South,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
SU-20665,2015-12-05,2017-12-10,9,5,1199.23,37,411.81,1,736,239.846,7.4,34.34,Home Office,South,Gold,Frequent,5.0,5,4,5.054,14.0,Champions
SV-20365,2014-01-11,2017-08-06,5,4,1104.9,19,78.53,127,1303,276.225,4.75,7.11,Consumer,East,Gold,Frequent,3.0,5,4,3.054,12.0,Potential Loyalists
SV-20785,2014-04-12,2015-11-07,14,5,2474.64,43,372.41,765,574,494.928,8.6,15.05,Consumer,South,Platinum,Frequent,1.0,5,5,1.055,11.0,At Risk Champions
SV-20815,2015-05-04,2015-05-04,1,1,125.93,7,35.26,952,0,125.93,7.0,28.0,Corporate,Central,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
SV-20935,2017-11-05,2017-12-02,2,2,458.61,11,126.69,9,27,229.305,5.5,27.62,Consumer,East,Silver,Occasional,5.0,3,2,5.032,10.0,Other
SW-20245,2015-11-02,2017-10-10,5,4,443.15,15,-49.73,62,708,110.7875,3.75,-11.22,Consumer,East,Silver,Frequent,4.0,5,2,4.052,11.0,Other
SW-20275,2014-03-10,2016-11-10,3,2,907.95,10,232.59,396,976,453.975,5.0,25.62,Consumer,Central,Gold,Occasional,2.0,3,3,2.033,8.0,At Risk
SW-20350,2016-04-09,2016-04-09,2,1,523.18,4,137.08,611,0,523.18,4.0,26.2,Home Office,Central,Silver,Occasional,2.0,1,3,2.013,6.0,Lost
SW-20455,2015-09-06,2015-12-11,3,3,402.5,5,161.86,731,96,134.16666666666666,1.6666666666666667,40.21,Consumer,South,Silver,Regular,1.0,4,2,1.042,7.0,At Risk
SW-20755,2014-11-02,2014-11-02,2,1,94.73,3,19.72,1135,0,94.73,3.0,20.82,Corporate,West,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
SZ-20035,2014-09-07,2017-11-04,13,7,1040.78,41,15.43,37,1154,148.68285714285713,5.857142857142857,1.48,Home Office,West,Gold,Frequent,4.0,5,4,4.054,13.0,Champions
TA-21385,2014-09-12,2017-04-04,6,3,879.16,18,106.62,251,935,293.05333333333334,6.0,12.13,Home Office,Central,Gold,Regular,3.0,4,3,3.043,10.0,Potential Loyalists
TB-21055,2017-08-03,2017-09-02,4,2,254.16,13,119.18,100,30,127.08,6.5,46.89,Consumer,East,Silver,Occasional,4.0,3,2,4.032,9.0,Other
TB-21175,2014-12-08,2017-11-02,11,4,3589.3,36,829.16,39,1060,897.325,9.0,23.1,Corporate,Central,Platinum,Frequent,4.0,5,5,4.055,14.0,Champions
TB-21190,2017-11-10,2017-11-11,2,2,42.72,7,13.98,30,1,21.36,3.5,32.72,Home Office,West,Bronze,Occasional,5.0,3,1,5.031,9.0,Other
TB-21250,2014-12-08,2016-10-07,12,4,961.15,51,341.21,430,669,240.2875,12.75,35.5,Consumer,East,Gold,Frequent,2.0,5,3,2.053,10.0,At Risk
TB-21280,2014-12-01,2014-12-01,1,1,95.97,4,9.6,1106,0,95.97,4.0,10.0,Consumer,South,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
TB-21355,2017-08-06,2017-08-06,1,1,115.3,3,40.35,127,0,115.3,3.0,35.0,Corporate,Central,Bronze,Occasional,3.0,1,1,3.011,5.0,Promising
TB-21400,2014-02-03,2017-06-11,12,3,1856.71,40,521.49,183,1224,618.9033333333333,13.333333333333334,28.09,Consumer,West,Platinum,Regular,3.0,4,5,3.045,12.0,Potential Loyalists
TB-21520,2016-02-04,2016-02-04,1,1,14.37,2,3.95,676,0,14.37,2.0,27.49,Consumer,West,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
TB-21595,2014-11-07,2014-11-07,2,1,146.69,9,18.13,1130,0,146.69,9.0,12.36,Consumer,West,Bronze,Occasional,1.0,2,1,1.021,4.0,Hibernating
TB-21625,2014-08-06,2016-09-11,3,3,442.67,10,154.99,456,767,147.55666666666667,3.3333333333333335,35.01,Consumer,West,Silver,Regular,2.0,4,2,2.042,8.0,At Risk
TC-20980,2014-11-07,2016-10-02,7,2,18437.14,24,8745.06,435,695,9218.57,12.0,47.43,Corporate,Central,Platinum,Occasional,2.0,3,5,2.035,10.0,At Risk
TC-21295,2016-06-09,2017-12-03,3,3,921.34,9,81.66,8,542,307.11333333333334,3.0,8.86,Consumer,West,Gold,Regular,5.0,4,3,5.043,12.0,Loyal Customers
TC-21475,2016-12-05,2017-04-02,3,2,805.72,14,212.83,253,118,402.86,7.0,26.41,Home Office,South,Gold,Occasional,3.0,3,3,3.033,9.0,Potential Loyalists
TC-21535,2014-11-03,2017-12-07,4,3,122.48,17,54.68,4,1130,40.82666666666667,5.666666666666667,44.64,Home Office,East,Bronze,Regular,5.0,4,1,5.041,10.0,Other
TD-20995,2017-07-08,2017-11-11,6,3,74.94,18,-10.7,30,126,24.98,6.0,-14.28,Consumer,East,Bronze,Regular,5.0,4,1,5.041,10.0,Other
TG-21310,2015-03-09,2016-09-02,2,2,1004.59,4,451.66,465,543,502.295,2.0,44.96,Consumer,South,Gold,Occasional,2.0,3,4,2.034,9.0,At Risk
TG-21640,2015-06-09,2017-09-07,4,2,744.56,16,185.59,95,821,372.28,8.0,24.93,Consumer,West,Gold,Occasional,4.0,3,3,4.033,10.0,Loyal Customers
TH-21100,2016-05-09,2016-05-09,1,1,27.86,7,9.19,581,0,27.86,7.0,32.99,Consumer,South,Bronze,Occasional,2.0,2,1,2.021,5.0,Hibernating
TH-21115,2016-07-08,2017-11-02,5,2,904.46,13,-175.14,39,482,452.23,6.5,-19.36,Corporate,East,Gold,Occasional,4.0,3,3,4.033,10.0,Loyal Customers
TH-21235,2014-11-04,2017-09-04,5,3,547.65,14,60.74,98,1035,182.54999999999998,4.666666666666667,11.09,Corporate,Central,Silver,Regular,4.0,4,3,4.043,11.0,Loyal Customers
TH-21550,2014-04-05,2014-04-05,1,1,55.48,1,26.63,1346,0,55.48,1.0,48.0,Home Office,East,Bronze,Occasional,1.0,2,1,1.021,4.0,Hibernating
TM-21010,2014-08-08,2015-09-12,7,2,616.54,24,154.8,821,400,308.27,12.0,25.11,Consumer,West,Silver,Occasional,1.0,3,3,1.033,7.0,At Risk
TN-21040,2014-10-10,2017-10-01,4,3,802.31,17,211.23,71,1087,267.43666666666667,5.666666666666667,26.33,Home Office,West,Gold,Regular,4.0,4,3,4.043,11.0,Loyal Customers
TP-21130,2016-12-05,2017-12-04,5,2,1836.35,22,442.69,7,364,918.175,11.0,24.11,Consumer,South,Platinum,Occasional,5.0,3,4,5.034,12.0,Loyal Customers
TP-21415,2017-02-09,2017-02-09,4,1,397.74,10,-436.26,305,0,397.74,10.0,-109.68,Consumer,Central,Silver,Occasional,2.0,2,2,2.022,6.0,Hibernating
TP-21565,2015-03-01,2016-11-04,8,3,1598.95,32,139.27,402,614,532.9833333333333,10.666666666666666,8.71,Corporate,West,Platinum,Regular,2.0,4,4,2.044,10.0,At Risk Champions
TR-21325,2014-12-01,2016-09-08,4,3,410.6,14,138.12,459,647,136.86666666666667,4.666666666666667,33.64,Consumer,Central,Silver,Regular,2.0,4,2,2.042,8.0,At Risk
TS-21085,2017-01-07,2017-01-07,1,1,2.81,3,-1.97,338,0,2.81,3.0,-70.11,Consumer,South,Bronze,Occasional,2.0,2,1,2.021,5.0,Hibernating
TS-21160,2016-03-03,2016-03-03,2,1,60.63,6,19.6,648,0,60.63,6.0,32.33,Corporate,West,Bronze,Occasional,1.0,2,1,1.021,4.0,Hibernating
TS-21205,2014-06-09,2016-08-01,7,3,1249.12,20,110.02,497,784,416.3733333333333,6.666666666666667,8.81,Corporate,West,Gold,Regular,2.0,4,4,2.044,10.0,At Risk Champions
TS-21340,2014-09-08,2015-03-10,2,2,9.72,4,1.12,1007,183,4.86,2.0,11.52,Consumer,Central,Bronze,Occasional,1.0,3,1,1.031,5.0,At Risk
TS-21370,2015-07-11,2017-10-05,7,3,6856.02,30,1301.49,67,817,2285.34,10.0,18.98,Corporate,West,Platinum,Regular,4.0,4,5,4.045,13.0,Champions
TS-21430,2014-11-11,2017-07-11,4,2,647.68,17,-228.04,153,973,323.84,8.5,-35.21,Corporate,East,Silver,Occasional,3.0,3,3,3.033,9.0,Potential Loyalists
TS-21505,2017-07-03,2017-11-07,3,2,563.89,9,179.36,34,127,281.945,4.5,31.81,Consumer,West,Silver,Occasional,5.0,3,3,5.033,11.0,Loyal Customers
TS-21610,2016-09-09,2017-11-05,4,3,269.86,14,27.29,36,422,89.95333333333333,4.666666666666667,10.11,Consumer,West,Silver,Regular,4.0,4,2,4.042,10.0,Other
TS-21655,2015-02-06,2017-05-06,8,3,2167.9,23,-236.4,219,820,722.6333333333333,7.666666666666667,-10.9,Consumer,West,Platinum,Regular,3.0,4,5,3.045,12.0,Potential Loyalists
TT-21070,2014-09-08,2016-05-11,4,3,284.85,19,122.35,579,611,94.95,6.333333333333333,42.95,Consumer,West,Silver,Regular,2.0,4,2,2.042,8.0,At Risk
TT-21220,2015-04-06,2016-11-04,9,3,443.52,31,55.38,402,578,147.84,10.333333333333334,12.49,Consumer,Central,Silver,Regular,2.0,4,2,2.042,8.0,At Risk
TT-21265,2016-10-02,2016-10-02,1,1,61.44,3,16.59,435,0,61.44,3.0,27.0,Corporate,East,Bronze,Occasional,2.0,2,1,2.021,5.0,Hibernating
TT-21460,2015-12-08,2017-03-04,5,2,2193.8,24,205.01,282,452,1096.9,12.0,9.34,Home Office,Central,Platinum,Occasional,3.0,3,5,3.035,11.0,Potential Loyalists
TW-21025,2015-09-05,2015-12-01,6,2,4278.61,31,610.31,741,87,2139.305,15.5,14.26,Home Office,South,Platinum,Occasional,1.0,3,5,1.035,9.0,At Risk
TZ-21580,2014-11-11,2015-12-04,5,2,1209.28,19,147.58,738,388,604.64,9.5,12.2,Consumer,West,Gold,Occasional,1.0,3,4,1.034,8.0,At Risk
VB-21745,2017-03-08,2017-11-06,3,2,674.32,11,181.21,35,243,337.16,5.5,26.87,Corporate,South,Silver,Occasional,5.0,3,3,5.033,11.0,Loyal Customers
VD-21670,2014-08-04,2015-11-05,12,3,4733.23,52,1442.7,767,458,1577.743333333333,17.333333333333332,30.48,Consumer,West,Platinum,Regular,1.0,4,5,1.045,10.0,At Risk Champions
VF-21715,2014-03-01,2017-07-08,6,2,785.16,22,-120.77,156,1225,392.58,11.0,-15.38,Home Office,West,Gold,Occasional,3.0,3,3,3.033,9.0,Potential Loyalists
VG-21790,2014-08-08,2017-07-08,3,3,441.8,14,46.04,156,1065,147.26666666666668,4.666666666666667,10.42,Consumer,West,Silver,Regular,3.0,4,2,3.042,9.0,Other
VG-21805,2016-05-12,2016-05-12,1,1,10.96,4,2.96,578,0,10.96,4.0,27.01,Corporate,South,Bronze,Occasional,2.0,2,1,2.021,5.0,Hibernating
VM-21685,2014-04-07,2017-11-06,8,5,1738.99,30,458.15,35,1309,347.798,6.0,26.35,Home Office,East,Platinum,Frequent,5.0,5,4,5.054,14.0,Champions
VM-21835,2016-05-12,2017-09-04,3,2,143.49,13,56.11,98,480,71.745,6.5,39.1,Consumer,East,Bronze,Occasional,4.0,3,1,4.031,8.0,Other
VP-21730,2015-07-05,2015-07-05,1,1,19.0,5,8.93,890,0,19.0,5.0,47.0,Home Office,Central,Bronze,Occasional,1.0,2,1,1.021,4.0,Hibernating
VP-21760,2014-09-06,2014-12-09,5,3,734.48,21,118.21,1098,94,244.82666666666668,7.0,16.09,Corporate,West,Gold,Regular,1.0,4,3,1.043,8.0,At Risk
VS-21820,2014-01-07,2016-01-08,5,2,274.39,22,-79.79,703,731,137.195,11.0,-29.08,Consumer,Central,Silver,Occasional,1.0,3,2,1.032,6.0,At Risk
VT-21700,2014-06-06,2015-04-05,9,2,1736.6,42,-224.09,981,303,868.3,21.0,-12.9,Home Office,East,Platinum,Occasional,1.0,3,4,1.034,8.0,At Risk
VW-21775,2014-05-11,2017-12-02,12,6,3755.73,60,-1039.18,9,1301,625.955,10.0,-27.67,Corporate,East,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
WB-21850,2014-11-04,2017-12-10,25,7,4589.94,96,460.17,1,1132,655.7057142857142,13.714285714285714,10.03,Consumer,West,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
XP-21865,2014-10-06,2017-10-09,15,6,878.48,56,388.31,63,1099,146.41333333333333,9.333333333333334,44.2,Consumer,West,Gold,Frequent,4.0,5,3,4.053,12.0,Loyal Customers
YC-21895,2015-11-12,2016-09-06,4,3,1587.18,14,434.33,461,299,529.0600000000001,4.666666666666667,27.36,Corporate,West,Platinum,Regular,2.0,4,4,2.044,10.0,At Risk Champions
YS-21880,2015-01-12,2017-07-03,5,4,967.19,15,182.58,161,903,241.7975,3.75,18.88,Corporate,South,Gold,Frequent,3.0,5,4,3.054,12.0,Potential Loyalists
ZC-21910,2016-03-08,2017-11-06,10,5,3161.21,37,-1687.72,35,608,632.242,7.4,-53.39,Consumer,South,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
ZD-21925,2016-04-03,2017-06-11,6,4,1249.18,23,223.25,183,434,312.295,5.75,17.87,Consumer,South,Gold,Frequent,3.0,5,4,3.054,12.0,Potential Loyalists
